season,race,position,driver,team,time,points_earned,weather,laps
4,2,4,Kappa_Decimus,Red Velvet Racing,4606.055186619564,12,Unknown,55
4,2,5,Iota_Nonus,DNF Finishers,4614.191948137669,10,Unknown,55
4,2,6,Zeta_Sextus,Lag's 200 Ping Power,4618.882001142897,8,Unknown,55
4,2,7,Sigma_Duodevicesimus,TurboToast Racing,4620.908110985496,6,Unknown,55
4,2,8,Mu_Duodecimus,Boba Tea Gnarly Automotives,4621.151719229954,4,Unknown,55
4,2,9,Xi_Quattuordecim,LDCMWEBLGTBWLS,4622.024973888856,2,Unknown,55
4,2,10,Delta_Quartus,DNF Finishers,4624.349446622477,1,Unknown,55
4,2,11,Eta_Septimus,Crashout Formula One,4626.917923229801,0,Unknown,55
4,2,12,Lambda_Undecimus,Tapped In Team,4627.874437346813,0,Unknown,55
4,2,13,Omicron_Quindecim,B2B SaaS Motorsport,4635.5374339329865,0,Unknown,55
4,2,14,Rho_Septendecim,Tapped In Team,4640.862285727791,0,Unknown,55
4,2,15,Nu_Tredecimus,B2B SaaS Motorsport,4815.404940956584,0,Unknown,55
4,2,16,Upsilon_Vicesimus,Spanky's Fast Cars,12716.745433292963,0,Unknown,55
4,2,17,Epsilon_Quintus,Lag's 200 Ping Power,17391.95889115489,0,Unknown,55
4,2,18,Gamma_Tertius,Boba Tea Gnarly Automotives,31017.57560433626,0,Unknown,55
4,2,19,Pi_Sedecim,Spanky's Fast Cars,38392.95684775701,0,Unknown,55
4,2,20,Alpha_Primus,TurboToast Racing,40240.242031390415,0,Unknown,55
4,3,1,Rho_Septendecim,Tapped In Team,3249.076653267474,25,Wet,40
4,3,2,Pi_Sedecim,Spanky's Fast Cars,3342.110074870801,18,Wet,40
4,3,3,Eta_Septimus,Crashout Formula One,3525.2213424030183,15,Wet,40
4,3,4,Mu_Duodecimus,Boba Tea Gnarly Automotives,3530.9631080941103,12,Wet,40
4,3,5,Gamma_Tertius,Boba Tea Gnarly Automotives,3710.8789997293275,10,Wet,40
4,3,6,Omicron_Quindecim,B2B SaaS Motorsport,3724.1729353813816,8,Wet,40
4,3,7,Iota_Nonus,DNF Finishers,3816.187451007716,6,Wet,40
4,3,8,Delta_Quartus,DNF Finishers,3816.678209124216,4,Wet,40
4,3,9,Sigma_Duodevicesimus,TurboToast Racing,3830.3126660381467,2,Wet,40
4,3,10,Alpha_Primus,TurboToast Racing,3831.4035754337942,1,Wet,40
4,3,11,Beta_Secundus,Red Velvet Racing,3842.006320593567,0,Wet,40
4,3,12,Upsilon_Vicesimus,Spanky's Fast Cars,3854.9369148178735,0,Wet,40
4,3,13,Tau_Undevicesimus,Crashout Formula One,3866.0688252429154,0,Wet,40
4,3,14,Theta_Octavus,LDCMWEBLGTBWLS,3918.8554359267487,0,Wet,40
4,3,15,Lambda_Undecimus,Tapped In Team,4186.870371596112,0,Wet,40
4,3,16,Nu_Tredecimus,B2B SaaS Motorsport,4215.028825658914,0,Wet,40
4,3,17,Kappa_Decimus,Red Velvet Racing,4307.188225545014,0,Wet,40
4,3,18,Zeta_Sextus,Lag's 200 Ping Power,5659.043564856386,0,Wet,40
4,3,19,Xi_Quattuordecim,LDCMWEBLGTBWLS,5659.541249553964,0,Wet,40
4,3,20,Epsilon_Quintus,Lag's 200 Ping Power,16500.98697285001,0,Wet,40
4,4,1,Omicron_Quindecim,B2B SaaS Motorsport,3391.8975492734303,25,Sunny,49
4,4,2,Rho_Septendecim,Tapped In Team,3393.769377300041,18,Sunny,49
4,4,3,Gamma_Tertius,Boba Tea Gnarly Automotives,3394.9529962898446,15,Sunny,49
4,4,4,Lambda_Undecimus,Tapped In Team,3398.333940260048,12,Sunny,49
4,4,5,Xi_Quattuordecim,LDCMWEBLGTBWLS,3399.056832940566,10,Sunny,49
4,4,6,Pi_Sedecim,Spanky's Fast Cars,3399.1814073267574,8,Sunny,49
4,4,7,Eta_Septimus,Crashout Formula One,3401.734400311487,6,Sunny,49
4,4,8,Delta_Quartus,DNF Finishers,4789.897252255752,4,Sunny,49
4,4,9,Nu_Tredecimus,B2B SaaS Motorsport,4795.349690835286,2,Sunny,49
4,4,10,Sigma_Duodevicesimus,TurboToast Racing,4795.719919318836,1,Sunny,49
4,4,11,Iota_Nonus,DNF Finishers,4828.9244045715195,0,Sunny,49
4,4,12,Kappa_Decimus,Red Velvet Racing,4831.271088062114,0,Sunny,49
4,4,13,Theta_Octavus,LDCMWEBLGTBWLS,4922.595261639267,0,Sunny,49
4,4,14,Upsilon_Vicesimus,Spanky's Fast Cars,10167.942700133755,0,Sunny,49
4,4,15,Beta_Secundus,Red Velvet Racing,15593.931183453846,0,Sunny,49
4,4,16,Tau_Undevicesimus,Crashout Formula One,19440.08331775364,0,Sunny,49
4,4,17,Zeta_Sextus,Lag's 200 Ping Power,21013.37049548499,0,Sunny,49
4,4,18,Epsilon_Quintus,Lag's 200 Ping Power,29460.956891114005,0,Sunny,49
4,4,19,Alpha_Primus,TurboToast Racing,29461.994162101088,0,Sunny,49
4,4,20,Mu_Duodecimus,Boba Tea Gnarly Automotives,35976.248374242336,0,Sunny,49
4,5,1,Epsilon_Quintus,Lag's 200 Ping Power,3390.5275298120014,25,Sunny,49
4,5,2,Rho_Septendecim,Tapped In Team,3391.0042588093743,18,Sunny,49
4,5,3,Omicron_Quindecim,B2B SaaS Motorsport,3392.6876791227833,15,Sunny,49
4,5,4,Gamma_Tertius,Boba Tea Gnarly Automotives,3395.597297379024,12,Sunny,49
4,5,5,Lambda_Undecimus,Tapped In Team,3398.2663154684305,10,Sunny,49
4,5,6,Mu_Duodecimus,Boba Tea Gnarly Automotives,3404.301837304674,8,Sunny,49
4,5,7,Zeta_Sextus,Lag's 200 Ping Power,4698.140582147498,6,Sunny,49
4,5,8,Upsilon_Vicesimus,Spanky's Fast Cars,4740.289321531227,4,Sunny,49
4,5,9,Delta_Quartus,DNF Finishers,4785.030655892317,2,Sunny,49
4,5,10,Nu_Tredecimus,B2B SaaS Motorsport,4794.34607695408,1,Sunny,49
4,5,11,Sigma_Duodevicesimus,TurboToast Racing,4794.519095979091,0,Sunny,49
4,5,12,Iota_Nonus,DNF Finishers,4834.642958709404,0,Sunny,49
4,5,13,Tau_Undevicesimus,Crashout Formula One,4907.068351680223,0,Sunny,49
4,5,14,Beta_Secundus,Red Velvet Racing,9261.976692744935,0,Sunny,49
4,5,15,Alpha_Primus,TurboToast Racing,15501.843146951755,0,Sunny,49
4,5,16,Pi_Sedecim,Spanky's Fast Cars,15502.403553972132,0,Sunny,49
4,5,17,Kappa_Decimus,Red Velvet Racing,27574.295738559205,0,Sunny,49
4,5,18,Theta_Octavus,LDCMWEBLGTBWLS,32088.489293603776,0,Sunny,49
4,5,19,Eta_Septimus,Crashout Formula One,39697.196334273605,0,Sunny,49
4,5,20,Xi_Quattuordecim,LDCMWEBLGTBWLS,39697.480844366604,0,Sunny,49
4,6,1,Theta_Octavus,LDCMWEBLGTBWLS,3499.900777841776,25,Unknown,45
4,6,2,Beta_Secundus,Red Velvet Racing,3611.0778968858635,18,Unknown,45
4,6,3,Upsilon_Vicesimus,Spanky's Fast Cars,3612.868685367798,15,Unknown,45
4,6,4,Iota_Nonus,DNF Finishers,3639.126926522836,12,Unknown,45
4,6,5,Kappa_Decimus,Red Velvet Racing,3646.129455070956,10,Unknown,45
4,6,6,Zeta_Sextus,Lag's 200 Ping Power,3660.9352682095437,8,Unknown,45
4,6,7,Mu_Duodecimus,Boba Tea Gnarly Automotives,3683.5544042944402,6,Unknown,45
4,6,8,Alpha_Primus,TurboToast Racing,3691.4576845586325,4,Unknown,45
4,6,9,Delta_Quartus,DNF Finishers,3719.2542721545105,2,Unknown,45
4,6,10,Lambda_Undecimus,Tapped In Team,3719.576486064927,1,Unknown,45
4,6,11,Pi_Sedecim,Spanky's Fast Cars,3723.0272835855753,0,Unknown,45
4,6,12,Gamma_Tertius,Boba Tea Gnarly Automotives,3749.174296350982,0,Unknown,45
4,6,13,Epsilon_Quintus,Lag's 200 Ping Power,3765.726269957615,0,Unknown,45
4,6,14,Omicron_Quindecim,B2B SaaS Motorsport,3766.4233026127968,0,Unknown,45
4,6,15,Rho_Septendecim,Tapped In Team,3773.4949203705028,0,Unknown,45
4,6,16,Nu_Tredecimus,B2B SaaS Motorsport,3943.792341903294,0,Unknown,45
4,6,17,Eta_Septimus,Crashout Formula One,5510.903234909178,0,Unknown,45
4,6,18,Xi_Quattuordecim,LDCMWEBLGTBWLS,5513.826399871853,0,Unknown,45
4,6,19,Sigma_Duodevicesimus,TurboToast Racing,19171.327889974746,0,Unknown,45
4,6,20,Tau_Undevicesimus,Crashout Formula One,36704.01534734114,0,Unknown,45
4,7,1,Omicron_Quindecim,B2B SaaS Motorsport,3871.3844337366972,25,Sunny,56
4,7,2,Gamma_Tertius,Boba Tea Gnarly Automotives,3873.045698275261,18,Sunny,56
4,7,3,Xi_Quattuordecim,LDCMWEBLGTBWLS,3876.473944381078,15,Sunny,56
4,7,4,Lambda_Undecimus,Tapped In Team,3878.262707643893,12,Sunny,56
4,7,5,Alpha_Primus,TurboToast Racing,3882.619669763478,10,Sunny,56
4,7,6,Eta_Septimus,Crashout Formula One,3883.9971511136628,8,Sunny,56
4,7,7,Mu_Duodecimus,Boba Tea Gnarly Automotives,3884.751387347341,6,Sunny,56
4,7,8,Zeta_Sextus,Lag's 200 Ping Power,5302.137783887496,4,Sunny,56
4,7,9,Beta_Secundus,Red Velvet Racing,5341.829008179458,2,Sunny,56
4,7,10,Upsilon_Vicesimus,Spanky's Fast Cars,5364.257987925573,1,Sunny,56
4,7,11,Nu_Tredecimus,B2B SaaS Motorsport,5400.797770622891,0,Sunny,56
4,7,12,Delta_Quartus,DNF Finishers,5401.360694530192,0,Sunny,56
4,7,13,Sigma_Duodevicesimus,TurboToast Racing,5409.769698521637,0,Sunny,56
4,7,14,Tau_Undevicesimus,Crashout Formula One,5516.336864977189,0,Sunny,56
4,7,15,Theta_Octavus,LDCMWEBLGTBWLS,5535.717132139297,0,Sunny,56
4,7,16,Pi_Sedecim,Spanky's Fast Cars,7601.071068782743,0,Sunny,56
4,7,17,Rho_Septendecim,Tapped In Team,14112.616403661434,0,Sunny,56
4,7,18,Kappa_Decimus,Red Velvet Racing,25483.99574070752,0,Sunny,56
4,7,19,Iota_Nonus,DNF Finishers,35484.58882344349,0,Sunny,56
4,7,20,Epsilon_Quintus,Lag's 200 Ping Power,35530.33673026365,0,Sunny,56
4,8,1,Theta_Octavus,LDCMWEBLGTBWLS,4212.725146048023,25,Unknown,52
4,8,2,Tau_Undevicesimus,Crashout Formula One,4287.097727931914,18,Unknown,52
4,8,3,Upsilon_Vicesimus,Spanky's Fast Cars,4315.998167877572,15,Unknown,52
4,8,4,Beta_Secundus,Red Velvet Racing,4317.481311993562,12,Unknown,52
4,8,5,Kappa_Decimus,Red Velvet Racing,4331.604446653217,10,Unknown,52
4,8,6,Iota_Nonus,DNF Finishers,4333.100311679436,8,Unknown,52
4,8,7,Mu_Duodecimus,Boba Tea Gnarly Automotives,4354.0702659761955,6,Unknown,52
4,8,8,Alpha_Primus,TurboToast Racing,4360.507265586851,4,Unknown,52
4,8,9,Xi_Quattuordecim,LDCMWEBLGTBWLS,4361.669356357852,2,Unknown,52
4,8,10,Sigma_Duodevicesimus,TurboToast Racing,4361.9579572233215,1,Unknown,52
4,8,11,Eta_Septimus,Crashout Formula One,4368.799643829752,0,Unknown,52
4,8,12,Epsilon_Quintus,Lag's 200 Ping Power,4376.555303432152,0,Unknown,52
4,8,13,Omicron_Quindecim,B2B SaaS Motorsport,4376.5574849418745,0,Unknown,52
4,8,14,Rho_Septendecim,Tapped In Team,4379.030630773196,0,Unknown,52
4,8,15,Zeta_Sextus,Lag's 200 Ping Power,10665.123174588014,0,Unknown,52
4,8,16,Nu_Tredecimus,B2B SaaS Motorsport,22642.277269316157,0,Unknown,52
4,8,17,Pi_Sedecim,Spanky's Fast Cars,32629.03591276544,0,Unknown,52
4,8,18,Lambda_Undecimus,Tapped In Team,34469.86443500313,0,Unknown,52
4,8,19,Gamma_Tertius,Boba Tea Gnarly Automotives,46470.13227094097,0,Unknown,52
4,8,20,Delta_Quartus,DNF Finishers,46470.254655847646,0,Unknown,52
4,9,1,Rho_Septendecim,Tapped In Team,3733.0270488086744,25,Sunny,54
4,9,2,Omicron_Quindecim,B2B SaaS Motorsport,3734.09040401667,18,Sunny,54
4,9,3,Epsilon_Quintus,Lag's 200 Ping Power,3736.0592114315355,15,Sunny,54
4,9,4,Lambda_Undecimus,Tapped In Team,3741.7384034545903,12,Sunny,54
4,9,5,Pi_Sedecim,Spanky's Fast Cars,3742.0558462647714,10,Sunny,54
4,9,6,Alpha_Primus,TurboToast Racing,3742.382384758561,8,Sunny,54
4,9,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,3743.03443160821,6,Sunny,54
4,9,8,Eta_Septimus,Crashout Formula One,3743.8739773873067,4,Sunny,54
4,9,9,Mu_Duodecimus,Boba Tea Gnarly Automotives,3747.9460264947456,2,Sunny,54
4,9,10,Zeta_Sextus,Lag's 200 Ping Power,5133.334359896463,1,Sunny,54
4,9,11,Beta_Secundus,Red Velvet Racing,5165.963441238586,0,Sunny,54
4,9,12,Upsilon_Vicesimus,Spanky's Fast Cars,5183.118347741355,0,Sunny,54
4,9,13,Delta_Quartus,DNF Finishers,5225.858962735964,0,Sunny,54
4,9,14,Nu_Tredecimus,B2B SaaS Motorsport,5228.75268155413,0,Sunny,54
4,9,15,Sigma_Duodevicesimus,TurboToast Racing,5230.143602362103,0,Sunny,54
4,9,16,Kappa_Decimus,Red Velvet Racing,5266.322291743717,0,Sunny,54
4,9,17,Iota_Nonus,DNF Finishers,5269.65258198743,0,Sunny,54
4,9,18,Tau_Undevicesimus,Crashout Formula One,5341.861861293424,0,Sunny,54
4,9,19,Theta_Octavus,LDCMWEBLGTBWLS,5356.093323933502,0,Sunny,54
4,9,20,Gamma_Tertius,Boba Tea Gnarly Automotives,40977.35185435536,0,Sunny,54
4,10,1,Rho_Septendecim,Tapped In Team,4143.346219186129,25,Wet,53
4,10,2,Pi_Sedecim,Spanky's Fast Cars,4242.2804713903715,18,Wet,53
4,10,3,Eta_Septimus,Crashout Formula One,4525.23254077162,15,Wet,53
4,10,4,Omicron_Quindecim,B2B SaaS Motorsport,4751.100396451865,12,Wet,53
4,10,5,Gamma_Tertius,Boba Tea Gnarly Automotives,4758.689194903713,10,Wet,53
4,10,6,Epsilon_Quintus,Lag's 200 Ping Power,4778.537490810917,8,Wet,53
4,10,7,Delta_Quartus,DNF Finishers,4867.624213332161,6,Wet,53
4,10,8,Alpha_Primus,TurboToast Racing,4876.6146535831285,4,Wet,53
4,10,9,Zeta_Sextus,Lag's 200 Ping Power,4898.819638935567,2,Wet,53
4,10,10,Xi_Quattuordecim,LDCMWEBLGTBWLS,4903.839238841874,1,Wet,53
4,10,11,Tau_Undevicesimus,Crashout Formula One,4911.688560475089,0,Wet,53
4,10,12,Theta_Octavus,LDCMWEBLGTBWLS,4966.665975867005,0,Wet,53
4,10,13,Beta_Secundus,Red Velvet Racing,4999.005028227024,0,Wet,53
4,10,14,Upsilon_Vicesimus,Spanky's Fast Cars,5035.634784527245,0,Wet,53
4,10,15,Lambda_Undecimus,Tapped In Team,5256.4461854432,0,Wet,53
4,10,16,Nu_Tredecimus,B2B SaaS Motorsport,5306.35789581016,0,Wet,53
4,10,17,Kappa_Decimus,Red Velvet Racing,5407.704868469091,0,Wet,53
4,10,18,Mu_Duodecimus,Boba Tea Gnarly Automotives,18367.924749423615,0,Wet,53
4,10,19,Iota_Nonus,DNF Finishers,24164.045597688553,0,Wet,53
4,10,20,Sigma_Duodevicesimus,TurboToast Racing,46694.62976285721,0,Wet,53
5,1,1,Omicron_Quindecim,B2B SaaS Motorsport,3390.657615071588,25,Sunny,49
5,1,2,Rho_Septendecim,Tapped In Team,3391.616110570162,18,Sunny,49
5,1,3,Gamma_Tertius,Boba Tea Gnarly Automotives,3393.055668832646,15,Sunny,49
5,1,4,Lambda_Undecimus,Tapped In Team,3394.6969749523228,12,Sunny,49
5,1,5,Pi_Sedecim,Spanky's Fast Cars,3398.7500023767752,10,Sunny,49
5,1,6,Eta_Septimus,Crashout Formula One,3400.2380855700876,8,Sunny,49
5,1,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,3400.8435715370997,6,Sunny,49
5,1,8,Mu_Duodecimus,Boba Tea Gnarly Automotives,3401.606096070347,4,Sunny,49
5,1,9,Alpha_Primus,TurboToast Racing,3403.946002238786,2,Sunny,49
5,1,10,Zeta_Sextus,Lag's 200 Ping Power,4702.34559829751,1,Sunny,49
5,1,11,Beta_Secundus,Red Velvet Racing,4729.677942220677,0,Sunny,49
5,1,12,Upsilon_Vicesimus,Spanky's Fast Cars,4742.609355667521,0,Sunny,49
5,1,13,Nu_Tredecimus,B2B SaaS Motorsport,4798.902843716554,0,Sunny,49
5,1,14,Sigma_Duodevicesimus,TurboToast Racing,4800.5766359527515,0,Sunny,49
5,1,15,Kappa_Decimus,Red Velvet Racing,4833.347025448083,0,Sunny,49
5,1,16,Iota_Nonus,DNF Finishers,4836.8594464159205,0,Sunny,49
5,1,17,Tau_Undevicesimus,Crashout Formula One,4909.031937666409,0,Sunny,49
5,1,18,Theta_Octavus,LDCMWEBLGTBWLS,4920.213577426791,0,Sunny,49
5,1,19,Delta_Quartus,DNF Finishers,6611.078305455477,0,Sunny,49
5,1,20,Epsilon_Quintus,Lag's 200 Ping Power,31323.6321193935,0,Sunny,49
5,2,1,Theta_Octavus,LDCMWEBLGTBWLS,4620.157463866912,25,Unknown,56
5,2,2,Tau_Undevicesimus,Crashout Formula One,4672.455184205675,18,Unknown,56
5,2,3,Upsilon_Vicesimus,Spanky's Fast Cars,4689.232905254954,15,Unknown,56
5,2,4,Beta_Secundus,Red Velvet Racing,4690.716090506714,12,Unknown,56
5,2,5,Iota_Nonus,DNF Finishers,4701.825533571832,10,Unknown,56
5,2,6,Mu_Duodecimus,Boba Tea Gnarly Automotives,4709.323959688331,8,Unknown,56
5,2,7,Pi_Sedecim,Spanky's Fast Cars,4710.38334411317,6,Unknown,56
5,2,8,Sigma_Duodevicesimus,TurboToast Racing,4710.413340664422,4,Unknown,56
5,2,9,Alpha_Primus,TurboToast Racing,4712.208171332097,2,Unknown,56
5,2,10,Lambda_Undecimus,Tapped In Team,4717.63811619145,1,Unknown,56
5,2,11,Eta_Septimus,Crashout Formula One,4718.034693411386,0,Unknown,56
5,2,12,Epsilon_Quintus,Lag's 200 Ping Power,4721.647910322721,0,Unknown,56
5,2,13,Gamma_Tertius,Boba Tea Gnarly Automotives,4722.731797216058,0,Unknown,56
5,2,14,Omicron_Quindecim,B2B SaaS Motorsport,4725.393932245695,0,Unknown,56
5,2,15,Rho_Septendecim,Tapped In Team,4726.579236016174,0,Unknown,56
5,2,16,Nu_Tredecimus,B2B SaaS Motorsport,4898.0351787582185,0,Unknown,56
5,2,17,Xi_Quattuordecim,LDCMWEBLGTBWLS,18310.376536319985,0,Unknown,56
5,2,18,Kappa_Decimus,Red Velvet Racing,23716.40318374316,0,Unknown,56
5,2,19,Zeta_Sextus,Lag's 200 Ping Power,36626.57747512457,0,Unknown,56
5,2,20,Delta_Quartus,DNF Finishers,36626.601803447025,0,Unknown,56
5,3,1,Rho_Septendecim,Tapped In Team,4822.6069373945875,25,Wet,63
5,3,2,Pi_Sedecim,Spanky's Fast Cars,4927.977593310237,18,Wet,63
5,3,3,Eta_Septimus,Crashout Formula One,5293.276342610614,15,Wet,63
5,3,4,Mu_Duodecimus,Boba Tea Gnarly Automotives,5312.411407573209,12,Wet,63
5,3,5,Omicron_Quindecim,B2B SaaS Motorsport,5546.330473660555,10,Wet,63
5,3,6,Gamma_Tertius,Boba Tea Gnarly Automotives,5553.166460597594,8,Wet,63
5,3,7,Iota_Nonus,DNF Finishers,5661.247803427204,6,Wet,63
5,3,8,Xi_Quattuordecim,LDCMWEBLGTBWLS,5668.616667639231,4,Wet,63
5,3,9,Sigma_Duodevicesimus,TurboToast Racing,5685.807473494933,2,Wet,63
5,3,10,Zeta_Sextus,Lag's 200 Ping Power,5705.051846000832,1,Wet,63
5,3,11,Tau_Undevicesimus,Crashout Formula One,5721.421362299126,0,Wet,63
5,3,12,Theta_Octavus,LDCMWEBLGTBWLS,5772.764383830045,0,Wet,63
5,3,13,Beta_Secundus,Red Velvet Racing,5799.2725470004125,0,Wet,63
5,3,14,Lambda_Undecimus,Tapped In Team,6037.130848233134,0,Wet,63
5,3,15,Nu_Tredecimus,B2B SaaS Motorsport,6147.233630220258,0,Wet,63
5,3,16,Kappa_Decimus,Red Velvet Racing,6231.191751582476,0,Wet,63
5,3,17,Upsilon_Vicesimus,Spanky's Fast Cars,12263.545367964543,0,Wet,63
5,3,18,Delta_Quartus,DNF Finishers,21304.736227412457,0,Wet,63
5,3,19,Alpha_Primus,TurboToast Racing,34979.248885844194,0,Wet,63
5,3,20,Epsilon_Quintus,Lag's 200 Ping Power,41310.14739275887,0,Wet,63
5,4,1,Rho_Septendecim,Tapped In Team,4624.846531056885,25,Wet,60
5,4,2,Pi_Sedecim,Spanky's Fast Cars,4724.584532050212,18,Wet,60
5,4,3,Eta_Septimus,Crashout Formula One,5062.040004952382,15,Wet,60
5,4,4,Mu_Duodecimus,Boba Tea Gnarly Automotives,5082.381932849159,12,Wet,60
5,4,5,Omicron_Quindecim,B2B SaaS Motorsport,5308.530040023469,10,Wet,60
5,4,6,Gamma_Tertius,Boba Tea Gnarly Automotives,5319.866132555526,8,Wet,60
5,4,7,Iota_Nonus,DNF Finishers,5428.383902620557,6,Wet,60
5,4,8,Alpha_Primus,TurboToast Racing,5430.936958853623,4,Wet,60
5,4,9,Delta_Quartus,DNF Finishers,5433.951514522897,2,Wet,60
5,4,10,Xi_Quattuordecim,LDCMWEBLGTBWLS,5439.7334113044035,1,Wet,60
5,4,11,Zeta_Sextus,Lag's 200 Ping Power,5465.728065797663,0,Wet,60
5,4,12,Tau_Undevicesimus,Crashout Formula One,5474.311377800917,0,Wet,60
5,4,13,Theta_Octavus,LDCMWEBLGTBWLS,5531.08091359378,0,Wet,60
5,4,14,Lambda_Undecimus,Tapped In Team,5802.952601233074,0,Wet,60
5,4,15,Nu_Tredecimus,B2B SaaS Motorsport,5900.373892406828,0,Wet,60
5,4,16,Kappa_Decimus,Red Velvet Racing,5987.356586792829,0,Wet,60
5,4,17,Beta_Secundus,Red Velvet Racing,20234.849855909757,0,Wet,60
5,4,18,Upsilon_Vicesimus,Spanky's Fast Cars,20237.95539842586,0,Wet,60
5,4,19,Epsilon_Quintus,Lag's 200 Ping Power,34690.63374155025,0,Wet,60
5,4,20,Sigma_Duodevicesimus,TurboToast Racing,50982.15063085008,0,Wet,60
5,5,1,Rho_Septendecim,Tapped In Team,5465.213642781214,25,Sunny,79
5,5,2,Gamma_Tertius,Boba Tea Gnarly Automotives,5465.797227330126,18,Sunny,79
5,5,3,Lambda_Undecimus,Tapped In Team,5470.8357935286995,15,Sunny,79
5,5,4,Alpha_Primus,TurboToast Racing,5472.613396174889,12,Sunny,79
5,5,5,Mu_Duodecimus,Boba Tea Gnarly Automotives,5477.608877469293,10,Sunny,79
5,5,6,Zeta_Sextus,Lag's 200 Ping Power,7185.825256907445,8,Sunny,79
5,5,7,Iota_Nonus,DNF Finishers,7284.6015941421365,6,Sunny,79
5,5,8,Sigma_Duodevicesimus,TurboToast Racing,7293.190044026177,4,Sunny,79
5,5,9,Kappa_Decimus,Red Velvet Racing,7318.717829909299,2,Sunny,79
5,5,10,Nu_Tredecimus,B2B SaaS Motorsport,7329.01210659264,1,Sunny,79
5,5,11,Tau_Undevicesimus,Crashout Formula One,7442.401904699727,0,Sunny,79
5,5,12,Delta_Quartus,DNF Finishers,13725.900771116296,0,Sunny,79
5,5,13,Upsilon_Vicesimus,Spanky's Fast Cars,14609.097000598103,0,Sunny,79
5,5,14,Eta_Septimus,Crashout Formula One,23155.953918538456,0,Sunny,79
5,5,15,Epsilon_Quintus,Lag's 200 Ping Power,23156.139800625017,0,Sunny,79
5,5,16,Xi_Quattuordecim,LDCMWEBLGTBWLS,38058.886911154295,0,Sunny,79
5,5,17,Theta_Octavus,LDCMWEBLGTBWLS,50356.641820212746,0,Sunny,79
5,5,18,Beta_Secundus,Red Velvet Racing,66370.92258456167,0,Sunny,79
5,5,19,Pi_Sedecim,Spanky's Fast Cars,72487.29381130269,0,Sunny,79
5,5,20,Omicron_Quindecim,B2B SaaS Motorsport,72487.35802479874,0,Sunny,79
5,6,1,Tau_Undevicesimus,Crashout Formula One,4281.506430931183,25,Unknown,52
5,6,2,Beta_Secundus,Red Velvet Racing,4317.383509223183,18,Unknown,52
5,6,3,Upsilon_Vicesimus,Spanky's Fast Cars,4320.6018682039585,15,Unknown,52
5,6,4,Kappa_Decimus,Red Velvet Racing,4329.836987151296,12,Unknown,52
5,6,5,Mu_Duodecimus,Boba Tea Gnarly Automotives,4352.73529037938,10,Unknown,52
5,6,6,Alpha_Primus,TurboToast Racing,4357.81942915456,8,Unknown,52
5,6,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,4359.2622897627525,6,Unknown,52
5,6,8,Pi_Sedecim,Spanky's Fast Cars,4362.105556752617,4,Unknown,52
5,6,9,Sigma_Duodevicesimus,TurboToast Racing,4362.311566572507,2,Unknown,52
5,6,10,Eta_Septimus,Crashout Formula One,4365.06189844472,1,Unknown,52
5,6,11,Gamma_Tertius,Boba Tea Gnarly Automotives,4368.983912324267,0,Unknown,52
5,6,12,Epsilon_Quintus,Lag's 200 Ping Power,4374.564163131967,0,Unknown,52
5,6,13,Omicron_Quindecim,B2B SaaS Motorsport,4375.638849699886,0,Unknown,52
5,6,14,Rho_Septendecim,Tapped In Team,4381.224140175145,0,Unknown,52
5,6,15,Nu_Tredecimus,B2B SaaS Motorsport,4555.3651131653405,0,Unknown,52
5,6,16,Iota_Nonus,DNF Finishers,17873.55792383045,0,Unknown,52
5,6,17,Theta_Octavus,LDCMWEBLGTBWLS,17875.310483652025,0,Unknown,52
5,6,18,Delta_Quartus,DNF Finishers,21558.465533811606,0,Unknown,52
5,6,19,Zeta_Sextus,Lag's 200 Ping Power,34471.99816368392,0,Unknown,52
5,6,20,Lambda_Undecimus,Tapped In Team,41856.13848355476,0,Unknown,52
5,7,1,Omicron_Quindecim,B2B SaaS Motorsport,5047.963245532506,25,Sunny,73
5,7,2,Rho_Septendecim,Tapped In Team,5048.903048447529,18,Sunny,73
5,7,3,Gamma_Tertius,Boba Tea Gnarly Automotives,5049.15599565309,15,Sunny,73
5,7,4,Lambda_Undecimus,Tapped In Team,5051.563984096515,12,Sunny,73
5,7,5,Xi_Quattuordecim,LDCMWEBLGTBWLS,5053.48560106361,10,Sunny,73
5,7,6,Mu_Duodecimus,Boba Tea Gnarly Automotives,5054.82783413108,8,Sunny,73
5,7,7,Zeta_Sextus,Lag's 200 Ping Power,6713.791772795043,6,Sunny,73
5,7,8,Delta_Quartus,DNF Finishers,6802.903961925287,4,Sunny,73
5,7,9,Sigma_Duodevicesimus,TurboToast Racing,6830.329080444329,2,Sunny,73
5,7,10,Nu_Tredecimus,B2B SaaS Motorsport,6852.686987013556,1,Sunny,73
5,7,11,Tau_Undevicesimus,Crashout Formula One,6955.806437449109,0,Sunny,73
5,7,12,Theta_Octavus,LDCMWEBLGTBWLS,7002.889034711806,0,Sunny,73
5,7,13,Beta_Secundus,Red Velvet Racing,14101.489635558783,0,Sunny,73
5,7,14,Kappa_Decimus,Red Velvet Racing,38848.76896456589,0,Sunny,73
5,7,15,Iota_Nonus,DNF Finishers,38854.02160573653,0,Sunny,73
